date,signal_time,direction,option_type,broken_level,breakout_time,breakout_price,reversal_price,speed_candles,confluence_score,nearby_levels,volume_ok,conviction,strike_hint,nifty_spot,trend_dir,trend_strength,adx,rev_quality,rev_metrics,day_structure,struct_metrics,trigger_type,strike,expiry_dt,days_to_expiry,T_years,iv_used,entry_premium,target_premium,sl_premium,greek_delta,greek_gamma,greek_theta,greek_vega,greek_rho,rrr_premium,fwd_sim_mean,fwd_sim_median,fwd_sim_p10,fwd_sim_p90,fwd_edge_pts,fwd_edge_pct,outcome,exit_time,exit_spot,exit_premium,hold_minutes,r_multiple,mfe_premium,mae_premium
2026-04-16,2026-04-16 14:25:00,long,CE,24145.8,2026-04-16 14:25:00,24145.8,24186.6,5,9,PDL@24145.8,True,HIGH,ATM (delta ~0.5),24186.6,bullish,strong,26.7,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(29.349609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.37), 'recent_low': np.float64(24103.1), 'bounce_size': np.float64(83.5), 'n_swings_low': 2}",swing_low_reclaim,24200,2026-04-21 15:30:00,5.05,0.01381,0.293,336.62,589.09,201.97,0.5111,0.000479,-35.1306,11.336,1.661,1.87,338.75,326.38,200.59,483.84,2.13,0.63,time_stop,2026-04-16 15:15:00,24180.8,326.79,50.0,-0.073,361.55,322.83
2026-04-17,2026-04-17 12:30:00,short,PE,24322.25,2026-04-17 12:30:00,24322.25,24265.35,5,5,,True,MEDIUM,ATM,24265.35,neutral,moderate,18.75,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(28.55078125)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.267), 'recent_high': np.float64(24322.25), 'pullback': np.float64(56.9), 'n_swings_high': 4}",swing_high_rejection,24250,2026-04-21 15:30:00,4.12,0.01129,0.2907,282.36,494.14,169.42,-0.476,0.000531,-34.053,10.2689,-1.3363,1.88,281.12,268.23,159.76,424.76,-1.24,-0.44,time_stop,2026-04-17 14:00:00,24302.6,252.84,90.0,-0.261,282.36,252.84
2026-04-28,2026-04-28 14:30:00,long,CE,23936.2,2026-04-28 14:30:00,23936.2,24008.85,5,9,PDL@23936.2,True,HIGH,ATM (delta ~0.5),24008.85,neutral,weak,16.75,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(11.349609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.252), 'recent_low': np.float64(23961.6), 'bounce_size': np.float64(47.25), 'n_swings_low': 5}",swing_low_reclaim,24000,2026-04-28 15:30:00,0.04,0.00011,0.2741,32.78,57.37,19.67,0.5517,0.005628,-336.2941,1.0144,0.0151,1.88,92.57,33.32,0.05,265.67,59.79,182.37,sl_hit,2026-04-28 15:00:00,24002.15,19.67,30.0,-1.0,44.49,9.43
2026-04-30,2026-04-30 12:05:00,long,CE,23813.65,2026-04-30 12:05:00,23813.65,23868.3,5,8,PWL@23813.7,True,HIGH,ATM (delta ~0.5),23868.3,bullish,strong,29.19,type_B_swing,"{'tested': 'PWL', 'hl_diff': np.float64(29.25)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.341), 'recent_low': np.float64(23797.05), 'bounce_size': np.float64(71.25), 'n_swings_low': 4}",swing_low_reclaim,23850,2026-05-05 15:30:00,5.14,0.01408,0.2637,318.42,557.24,191.05,0.5279,0.000533,-31.1556,11.2707,1.7293,1.87,320.36,309.54,193.2,453.26,1.94,0.61,time_stop,2026-04-30 13:35:00,23977.8,368.49,90.0,0.393,368.49,318.42
2026-05-05,2026-05-05 12:45:00,long,CE,23883.5,2026-05-05 12:45:00,23883.5,23978.1,5,5,,True,MEDIUM,ATM,23978.1,bullish,weak,15.4,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(50.30078125)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.534), 'recent_low': np.float64(23883.5), 'bounce_size': np.float64(94.6), 'n_swings_low': 3}",swing_low_reclaim,24000,2026-05-05 15:30:00,0.11,0.00031,0.2627,34.65,60.63,20.79,0.4249,0.003512,-192.7505,1.6642,0.0319,1.88,73.6,17.27,0.05,223.98,38.95,112.44,target_hit,2026-05-05 13:05:00,24065.8,60.63,20.0,1.874,70.67,32.63
2026-05-05,2026-05-05 14:00:00,short,PE,24080.95,2026-05-05 14:00:00,24080.95,24029.15,5,5,,True,MEDIUM,ATM,24029.15,neutral,strong,57.75,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(18.798828125)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.262), 'recent_high': np.float64(24080.95), 'pullback': np.float64(51.8), 'n_swings_high': 5}",swing_high_rejection,24050,2026-05-05 15:30:00,0.06,0.00017,0.2627,44.26,77.46,26.56,-0.5977,0.004686,-253.1479,1.2162,-0.0247,1.88,90.37,34.4,0.05,270.33,46.11,104.17,sl_hit,2026-05-05 14:15:00,24037.15,26.56,15.0,-1.0,47.23,16.38
2026-05-08,2026-05-08 12:05:00,short,PE,24253.45,2026-05-08 12:05:00,24253.45,24178.95,5,9,PDL@24284.0,True,HIGH,ATM (delta ~0.5),24178.95,bearish,moderate,19.98,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(28.701171875)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.651), 'recent_high': np.float64(24253.45), 'pullback': np.float64(74.5), 'n_swings_high': 3}",swing_high_rejection,24200,2026-05-12 15:30:00,4.14,0.01134,0.2388,246.72,431.76,148.03,-0.4967,0.000649,-27.3957,10.2722,-1.3901,1.87,245.65,235.04,141.68,368.17,-1.07,-0.43,time_stop,2026-05-08 13:35:00,24172.15,240.36,90.0,-0.064,251.02,229.94
2026-05-11,2026-05-11 12:20:00,long,CE,23882.05,2026-05-11 12:20:00,23882.05,23942.5,5,8,PWL@23882.1,True,HIGH,ATM (delta ~0.5),23942.5,bullish,strong,45.1,type_B_swing,"{'tested': 'PWL', 'hl_diff': np.float64(13.05078125)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.745), 'recent_low': np.float64(23845.45), 'bounce_size': np.float64(97.05), 'n_swings_low': 4}",swing_low_reclaim,23950,2026-05-12 15:30:00,1.13,0.0031,0.2212,116.35,203.61,69.81,0.499,0.001353,-54.1458,5.3174,0.3666,1.88,118.1,97.73,25.76,231.17,1.75,1.51,time_stop,2026-05-11 13:50:00,23993.95,123.53,90.0,0.154,123.53,96.28
2026-05-11,2026-05-11 14:55:00,short,PE,23997.0,2026-05-11 14:55:00,23997.0,23875.9,5,5,,True,MEDIUM,ATM,23875.9,bearish,moderate,22.83,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(39.150390625)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(1.0), 'recent_high': np.float64(23997.0), 'pullback': np.float64(121.1), 'n_swings_high': 4}",swing_high_rejection,23900,2026-05-12 15:30:00,1.02,0.0028,0.2212,121.72,213.01,73.03,-0.5257,0.001423,-52.0805,5.0337,-0.3554,1.87,120.85,99.71,26.96,248.17,-0.87,-0.71,time_stop,2026-05-11 15:15:00,23803.8,159.36,20.0,0.773,159.36,121.72
2026-05-15,2026-05-15 13:35:00,short,PE,23777.2,2026-05-15 13:35:00,23777.2,23740.1,5,9,PDH@23777.2,True,HIGH,ATM (delta ~0.5),23740.1,neutral,strong,26.58,type_B_swing,"{'tested': 'PDH', 'hl_diff': np.float64(9.69921875)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.613), 'recent_high': np.float64(23838.95), 'pullback': np.float64(98.85), 'n_swings_high': 4}",swing_high_rejection,23750,2026-05-19 15:30:00,4.08,0.01117,0.2019,198.21,346.88,118.93,-0.4897,0.000787,-22.6221,10.0063,-1.3206,1.88,197.34,188.42,112.44,297.72,-0.87,-0.44,time_stop,2026-05-15 15:05:00,23647.6,239.08,90.0,0.515,257.54,198.21
2026-05-19,2026-05-19 12:55:00,short,PE,23782.2,2026-05-19 12:55:00,23782.2,23723.7,5,5,,True,MEDIUM,ATM,23723.7,bearish,weak,16.57,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(17.25)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.559), 'recent_high': np.float64(23782.2), 'pullback': np.float64(58.5), 'n_swings_high': 4}",swing_high_rejection,23700,2026-05-19 15:30:00,0.11,0.00029,0.1971,21.37,37.39,12.82,-0.381,0.004747,-140.5319,1.5519,-0.0267,1.88,48.0,8.07,0.05,160.79,26.63,124.66,sl_hit,2026-05-19 13:15:00,23728.95,12.82,20.0,-1.0,22.28,5.89
2026-05-20,2026-05-20 14:20:00,long,CE,23587.2,2026-05-20 14:20:00,23587.2,23673.6,5,9,PDL@23587.2,True,HIGH,ATM (delta ~0.5),23673.6,bullish,weak,17.71,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(26.701171875)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.956), 'recent_low': np.float64(23558.3), 'bounce_size': np.float64(115.3), 'n_swings_low': 3}",swing_low_reclaim,23650,2026-05-26 15:30:00,6.05,0.01656,0.1945,261.78,458.11,157.07,0.5384,0.00067,-21.738,12.0974,2.0673,1.88,263.2,256.0,167.73,361.9,1.42,0.54,time_stop,2026-05-20 15:15:00,23659.55,249.63,55.0,-0.116,265.44,242.53
2026-05-21,2026-05-21 13:55:00,long,CE,23596.85,2026-05-21 13:55:00,23596.85,23673.3,5,5,,True,MEDIUM,ATM,23673.3,bullish,strong,46.84,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(25.900390625)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.431), 'recent_low': np.float64(23596.85), 'bounce_size': np.float64(76.45), 'n_swings_low': 4}",swing_low_reclaim,23650,2026-05-26 15:30:00,5.07,0.01387,0.1936,238.43,417.25,143.06,0.5379,0.000736,-23.448,11.0724,1.733,1.88,239.86,232.01,145.36,338.4,1.43,0.6,time_stop,2026-05-21 15:15:00,23636.15,211.63,80.0,-0.281,240.43,211.63
2026-05-21,2026-05-21 14:30:00,long,CE,23596.85,2026-05-21 14:30:00,23596.85,23663.6,5,5,,True,MEDIUM,ATM,23663.6,bullish,strong,28.07,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(15.349609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.446), 'recent_low': np.float64(23596.85), 'bounce_size': np.float64(66.75), 'n_swings_low': 4}",swing_low_reclaim,23650,2026-05-26 15:30:00,5.04,0.0138,0.1936,232.67,407.18,139.6,0.5307,0.000739,-23.4924,11.0585,1.7013,1.87,234.09,226.22,140.99,331.34,1.42,0.61,time_stop,2026-05-21 15:15:00,23636.15,214.25,45.0,-0.198,243.03,214.25
2026-05-26,2026-05-26 11:55:00,short,PE,24054.45,2026-05-26 11:55:00,24054.45,24039.95,5,9,PDH@24054.4,True,HIGH,ATM (delta ~0.5),24039.95,bearish,strong,27.06,type_B_swing,"{'tested': 'PDH', 'hl_diff': np.float64(10.75)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.404), 'recent_high': np.float64(24089.55), 'pullback': np.float64(49.6), 'n_swings_high': 4}",swing_high_rejection,24050,2026-05-26 15:30:00,0.15,0.00041,0.1492,33.88,59.28,20.33,-0.5509,0.005456,-93.7391,1.9232,-0.0543,1.88,50.01,17.94,0.05,151.21,16.13,47.62,target_hit,2026-05-26 13:00:00,23971.25,59.28,65.0,1.875,78.73,28.16
