date,signal_time,direction,option_type,broken_level,breakout_time,breakout_price,reversal_price,speed_candles,confluence_score,nearby_levels,volume_ok,conviction,strike_hint,nifty_spot,trend_dir,trend_strength,adx,rev_quality,rev_metrics,day_structure,struct_metrics,trigger_type,strike,expiry_dt,days_to_expiry,T_years,iv_used,entry_premium,target_premium,sl_premium,greek_delta,greek_gamma,greek_theta,greek_vega,greek_rho,rrr_premium,fwd_sim_mean,fwd_sim_median,fwd_sim_p10,fwd_sim_p90,fwd_edge_pts,fwd_edge_pct,outcome,exit_time,exit_spot,exit_premium,hold_minutes,r_multiple,mfe_premium,mae_premium
2026-02-26,2026-02-26 15:05:00,long,CE,25428.2,2026-02-26 15:05:00,25428.2,25503.3,5,12,"PDL@25428.2, PWL@25372.7",True,HIGH,ATM (delta ~0.5),25503.3,bullish,weak,16.1,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(20.849609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.81), 'recent_low': np.float64(25401.6), 'bounce_size': np.float64(101.7), 'n_swings_low': 5}",swing_low_reclaim,25500,2026-03-03 15:30:00,5.02,0.01374,0.1445,185.84,325.22,111.5,0.5279,0.000921,-19.5604,11.8955,1.824,1.87,186.97,180.67,112.47,264.8,1.13,0.61,time_stop,2026-02-26 15:15:00,25496.1,181.33,10.0,-0.061,185.84,176.57
2026-03-02,2026-03-02 14:45:00,long,CE,24679.4,2026-03-02 14:45:00,24679.4,24872.15,5,7,PML@24679.4,True,HIGH,ATM (delta ~0.5),24872.15,bullish,strong,36.51,type_B_swing,"{'tested': 'PML', 'hl_diff': np.float64(118.55078125)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.93), 'recent_low': np.float64(24603.95), 'bounce_size': np.float64(268.2), 'n_swings_low': 3}",swing_low_reclaim,24850,2026-03-03 15:30:00,1.03,0.00282,0.1496,92.97,162.69,55.78,0.5555,0.001998,-40.3979,5.2212,0.3875,1.88,94.32,79.43,20.8,182.94,1.35,1.46,time_stop,2026-03-02 15:15:00,24912.1,112.05,30.0,0.513,112.05,66.64
2026-03-06,2026-03-06 11:20:00,short,PE,24688.1,2026-03-06 11:20:00,24688.1,24600.15,5,7,PML@24679.4,True,HIGH,ATM (delta ~0.5),24600.15,neutral,moderate,23.93,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(26.951171875)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.783), 'recent_high': np.float64(24688.1), 'pullback': np.float64(87.95), 'n_swings_high': 3}",swing_high_rejection,24600,2026-03-10 15:30:00,4.17,0.01143,0.1609,159.48,279.09,95.69,-0.4788,0.000942,-18.0322,10.476,-1.3642,1.88,158.78,151.47,90.31,239.86,-0.7,-0.44,time_stop,2026-03-06 12:50:00,24596.95,154.62,90.0,-0.076,165.6,142.09
2026-03-06,2026-03-06 11:45:00,long,CE,24575.75,2026-03-06 11:45:00,24575.75,24632.45,5,9,PDL@24529.4,True,HIGH,ATM (delta ~0.5),24632.45,neutral,strong,26.6,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(18.150390625)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.505), 'recent_low': np.float64(24575.75), 'bounce_size': np.float64(56.7), 'n_swings_low': 3}",swing_low_reclaim,24650,2026-03-10 15:30:00,4.16,0.01138,0.1609,169.21,296.12,101.53,0.5045,0.000944,-22.5365,10.4821,1.3947,1.88,170.4,162.9,94.57,250.89,1.19,0.7,time_stop,2026-03-06 13:15:00,24597.8,144.4,90.0,-0.367,169.21,139.84
2026-03-17,2026-03-17 11:10:00,short,PE,23576.55,2026-03-17 11:10:00,23576.55,23470.55,5,5,,True,MEDIUM,ATM,23470.55,neutral,moderate,21.37,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(42.650390625)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.463), 'recent_high': np.float64(23576.55), 'pullback': np.float64(106.0), 'n_swings_high': 2}",swing_high_rejection,23450,2026-03-17 15:30:00,0.18,0.00049,0.1925,30.3,53.02,18.18,-0.4151,0.003881,-106.7474,2.0345,-0.0483,1.88,47.37,8.46,0.05,157.68,17.07,56.36,target_hit,2026-03-17 11:20:00,23412.75,53.02,10.0,1.875,56.58,30.3
2026-03-17,2026-03-17 12:25:00,long,CE,23347.4,2026-03-17 12:25:00,23347.4,23406.85,5,5,,True,MEDIUM,ATM,23406.85,neutral,strong,46.66,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(20.3515625)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.259), 'recent_low': np.float64(23347.4), 'bounce_size': np.float64(59.45), 'n_swings_low': 3}",swing_low_reclaim,23400,2026-03-17 15:30:00,0.13,0.00035,0.1925,37.54,65.69,22.52,0.5356,0.004702,-133.0501,1.7443,0.044,1.88,64.06,23.67,0.05,183.08,26.52,70.67,target_hit,2026-03-17 12:45:00,23484.35,65.69,20.0,1.874,85.82,37.05
2026-03-18,2026-03-18 15:15:00,short,PE,23861.8,2026-03-18 15:15:00,23861.8,23766.8,5,5,,True,MEDIUM,ATM,23766.8,bearish,strong,33.5,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(52.0)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.942), 'recent_high': np.float64(23861.8), 'pullback': np.float64(95.0), 'n_swings_high': 4}",swing_high_rejection,23750,2026-03-24 15:30:00,6.01,0.01646,0.1723,188.68,330.19,113.21,-0.4631,0.000756,-15.3313,12.1109,-1.8423,1.87,187.96,181.73,118.83,268.34,-0.72,-0.38,no_data,,23766.8,188.68,0.0,0.0,188.68,188.68
2026-04-09,2026-04-09 10:55:00,long,CE,23760.55,2026-04-09 10:55:00,23760.55,23828.75,5,5,,True,MEDIUM,ATM,23828.75,bearish,moderate,21.27,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(43.099609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.298), 'recent_low': np.float64(23760.55), 'bounce_size': np.float64(68.2), 'n_swings_low': 2}",swing_low_reclaim,23850,2026-04-14 15:30:00,5.19,0.01421,0.2846,323.15,565.51,193.89,0.5074,0.000493,-33.2267,11.3309,1.6724,1.87,325.17,313.51,193.86,462.94,2.02,0.63,time_stop,2026-04-09 12:25:00,23872.55,334.06,90.0,0.084,351.95,321.16
2026-04-09,2026-04-09 11:35:00,long,CE,23828.5,2026-04-09 11:35:00,23828.5,23856.25,5,9,PDL@23828.5,True,HIGH,ATM (delta ~0.5),23856.25,neutral,strong,27.4,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(10.548828125)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.418), 'recent_low': np.float64(23760.55), 'bounce_size': np.float64(95.7), 'n_swings_low': 3}",swing_low_reclaim,23850,2026-04-14 15:30:00,5.16,0.01414,0.2846,336.37,588.64,201.82,0.5209,0.000494,-33.3675,11.3,1.7091,1.88,338.43,326.73,203.23,479.94,2.06,0.61,time_stop,2026-04-09 13:05:00,23829.6,310.94,90.0,-0.189,356.33,302.33
2026-04-16,2026-04-16 11:00:00,long,CE,24266.5,2026-04-16 11:00:00,24266.5,24324.45,5,9,PDH@24280.9,True,HIGH,ATM (delta ~0.5),24324.45,neutral,moderate,23.33,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(25.94921875)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.434), 'recent_low': np.float64(24266.5), 'bounce_size': np.float64(57.95), 'n_swings_low': 2}",swing_low_reclaim,24300,2026-04-21 15:30:00,5.19,0.0142,0.293,362.72,634.77,217.63,0.5292,0.000468,-34.874,11.5337,1.7768,1.87,364.92,352.66,220.56,515.75,2.2,0.61,time_stop,2026-04-16 12:30:00,24137.9,260.15,90.0,-0.707,362.72,260.15
