date,signal_time,direction,option_type,broken_level,breakout_time,breakout_price,reversal_price,speed_candles,confluence_score,nearby_levels,volume_ok,conviction,strike_hint,nifty_spot,trend_dir,trend_strength,adx,rev_quality,rev_metrics,day_structure,struct_metrics,trigger_type,strike,expiry_dt,days_to_expiry,T_years,iv_used,entry_premium,target_premium,sl_premium,greek_delta,greek_gamma,greek_theta,greek_vega,greek_rho,rrr_premium,fwd_sim_mean,fwd_sim_median,fwd_sim_p10,fwd_sim_p90,fwd_edge_pts,fwd_edge_pct,outcome,exit_time,exit_spot,exit_premium,hold_minutes,r_multiple,mfe_premium,mae_premium
2026-05-06,2026-05-06 13:15:00,long,CE,24061.8,2026-05-06 12:20:00,24030.5,24063.45,11,9,PDH@24081.7,True,MEDIUM,ATM,24063.45,neutral,strong,64.3,strong_reversal,"{'hh_ratio': 0.8, 'lh_ratio': 0.2, 'rise_points': np.float64(64.45), 'rise_pct': np.float64(0.269), 'avg_range': np.float64(24.57), 'trough': np.float64(23999.0)}",strong_bounce(41%),"{'ll_run': 3, 'has_higher_low': False, 'retrace_pct': np.float64(0.412), 'recent_low': np.float64(23999.0), 'bounce_size': np.float64(64.45), 'n_swings_low': 4}",failed_breakout,24050,2026-05-12 15:30:00,6.09,0.01668,0.2618,344.79,603.39,206.88,0.5264,0.000489,-28.8409,12.3726,2.0559,1.88,346.71,336.76,219.24,478.85,1.92,0.56,time_stop,2026-05-06 14:45:00,24349.3,505.09,90.0,1.162,505.09,344.79
2026-05-08,2026-05-08 12:05:00,short,PE,24253.45,2026-05-08 12:05:00,24253.45,24178.95,5,9,PDL@24284.0,True,HIGH,ATM (delta ~0.5),24178.95,bearish,moderate,19.98,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(28.701171875)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.651), 'recent_high': np.float64(24253.45), 'pullback': np.float64(74.5), 'n_swings_high': 3}",swing_high_rejection,24200,2026-05-12 15:30:00,4.14,0.01134,0.2388,246.72,431.76,148.03,-0.4967,0.000649,-27.3957,10.2722,-1.3901,1.87,245.65,235.04,141.68,368.17,-1.07,-0.43,time_stop,2026-05-08 13:35:00,24172.15,240.36,90.0,-0.064,251.02,229.94
2026-05-11,2026-05-11 12:20:00,long,CE,23882.05,2026-05-11 12:20:00,23882.05,23942.5,5,8,PWL@23882.1,True,HIGH,ATM (delta ~0.5),23942.5,bullish,strong,45.1,type_B_swing,"{'tested': 'PWL', 'hl_diff': np.float64(13.05078125)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.745), 'recent_low': np.float64(23845.45), 'bounce_size': np.float64(97.05), 'n_swings_low': 4}",swing_low_reclaim,23950,2026-05-12 15:30:00,1.13,0.0031,0.2212,116.35,203.61,69.81,0.499,0.001353,-54.1458,5.3174,0.3666,1.88,118.1,97.73,25.76,231.17,1.75,1.51,time_stop,2026-05-11 13:50:00,23993.95,123.53,90.0,0.154,123.53,96.28
2026-05-11,2026-05-11 14:55:00,short,PE,23997.0,2026-05-11 14:55:00,23997.0,23875.9,5,5,,True,MEDIUM,ATM,23875.9,bearish,moderate,22.83,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(39.150390625)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(1.0), 'recent_high': np.float64(23997.0), 'pullback': np.float64(121.1), 'n_swings_high': 4}",swing_high_rejection,23900,2026-05-12 15:30:00,1.02,0.0028,0.2212,121.72,213.01,73.03,-0.5257,0.001423,-52.0805,5.0337,-0.3554,1.87,120.85,99.71,26.96,248.17,-0.87,-0.71,time_stop,2026-05-11 15:15:00,23803.8,159.36,20.0,0.773,159.36,121.72
2026-05-15,2026-05-15 13:35:00,short,PE,23777.2,2026-05-15 13:35:00,23777.2,23740.1,5,9,PDH@23777.2,True,HIGH,ATM (delta ~0.5),23740.1,neutral,strong,26.58,type_B_swing,"{'tested': 'PDH', 'hl_diff': np.float64(9.69921875)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.613), 'recent_high': np.float64(23838.95), 'pullback': np.float64(98.85), 'n_swings_high': 4}",swing_high_rejection,23750,2026-05-19 15:30:00,4.08,0.01117,0.2019,198.21,346.88,118.93,-0.4897,0.000787,-22.6221,10.0063,-1.3206,1.88,197.34,188.42,112.44,297.72,-0.87,-0.44,time_stop,2026-05-15 15:05:00,23647.6,239.08,90.0,0.515,257.54,198.21
2026-05-19,2026-05-19 12:55:00,short,PE,23782.2,2026-05-19 12:55:00,23782.2,23723.7,5,5,,True,MEDIUM,ATM,23723.7,bearish,weak,16.57,type_B_swing,"{'tested': 'TDH', 'hl_diff': np.float64(17.25)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.559), 'recent_high': np.float64(23782.2), 'pullback': np.float64(58.5), 'n_swings_high': 4}",swing_high_rejection,23700,2026-05-19 15:30:00,0.11,0.00029,0.1971,21.37,37.39,12.82,-0.381,0.004747,-140.5319,1.5519,-0.0267,1.88,48.0,8.07,0.05,160.79,26.63,124.66,sl_hit,2026-05-19 13:15:00,23728.95,12.82,20.0,-1.0,22.28,5.89
2026-05-20,2026-05-20 10:40:00,short,PE,23548.5,2026-05-20 10:30:00,23567.2,23532.75,2,9,PDL@23587.2,True,HIGH,ATM (delta ~0.5),23532.75,bullish,weak,10.84,strong_reversal,"{'lh_ratio': 1.0, 'hl_ratio': 0.0, 'drop_points': np.float64(43.3), 'drop_pct': np.float64(0.184), 'avg_range': np.float64(24.28), 'peak': np.float64(23576.05)}",structure_ok,"{'hh_run': 0, 'has_lower_high': False, 'retrace_pct': np.float64(0.251), 'recent_high': np.float64(23576.05), 'pullback': np.float64(43.3), 'n_swings_high': 1}",failed_breakout,23550,2026-05-26 15:30:00,6.2,0.01698,0.1945,233.24,408.18,139.95,-0.4887,0.000669,-17.0513,12.2281,-1.9922,1.88,232.37,225.53,150.5,326.93,-0.87,-0.38,time_stop,2026-05-20 12:10:00,23579.95,204.88,90.0,-0.304,246.06,182.2
2026-05-20,2026-05-20 14:20:00,long,CE,23587.2,2026-05-20 14:20:00,23587.2,23673.6,5,9,PDL@23587.2,True,HIGH,ATM (delta ~0.5),23673.6,bullish,weak,17.71,type_B_swing,"{'tested': 'PDL', 'hl_diff': np.float64(26.701171875)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.956), 'recent_low': np.float64(23558.3), 'bounce_size': np.float64(115.3), 'n_swings_low': 3}",swing_low_reclaim,23650,2026-05-26 15:30:00,6.05,0.01656,0.1945,261.78,458.11,157.07,0.5384,0.00067,-21.738,12.0974,2.0673,1.88,263.2,256.0,167.73,361.9,1.42,0.54,time_stop,2026-05-20 15:15:00,23659.55,249.63,55.0,-0.116,265.44,242.53
2026-05-21,2026-05-21 13:55:00,long,CE,23596.85,2026-05-21 13:55:00,23596.85,23673.3,5,5,,True,MEDIUM,ATM,23673.3,bullish,strong,46.84,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(25.900390625)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.431), 'recent_low': np.float64(23596.85), 'bounce_size': np.float64(76.45), 'n_swings_low': 4}",swing_low_reclaim,23650,2026-05-26 15:30:00,5.07,0.01387,0.1936,238.43,417.25,143.06,0.5379,0.000736,-23.448,11.0724,1.733,1.88,239.86,232.01,145.36,338.4,1.43,0.6,time_stop,2026-05-21 15:15:00,23636.15,211.63,80.0,-0.281,240.43,211.63
2026-05-21,2026-05-21 14:30:00,long,CE,23596.85,2026-05-21 14:30:00,23596.85,23663.6,5,5,,True,MEDIUM,ATM,23663.6,bullish,strong,28.07,type_B_swing,"{'tested': 'TDL', 'hl_diff': np.float64(15.349609375)}",structure_reversed_HL_confirmed,"{'ll_run': 0, 'has_higher_low': True, 'retrace_pct': np.float64(0.446), 'recent_low': np.float64(23596.85), 'bounce_size': np.float64(66.75), 'n_swings_low': 4}",swing_low_reclaim,23650,2026-05-26 15:30:00,5.04,0.0138,0.1936,232.67,407.18,139.6,0.5307,0.000739,-23.4924,11.0585,1.7013,1.87,234.09,226.22,140.99,331.34,1.42,0.61,time_stop,2026-05-21 15:15:00,23636.15,214.25,45.0,-0.198,243.03,214.25
2026-05-26,2026-05-26 11:55:00,short,PE,24054.45,2026-05-26 11:55:00,24054.45,24039.95,5,9,PDH@24054.4,True,HIGH,ATM (delta ~0.5),24039.95,bearish,strong,27.06,type_B_swing,"{'tested': 'PDH', 'hl_diff': np.float64(10.75)}",structure_reversed_LH_confirmed,"{'hh_run': 0, 'has_lower_high': True, 'retrace_pct': np.float64(0.404), 'recent_high': np.float64(24089.55), 'pullback': np.float64(49.6), 'n_swings_high': 4}",swing_high_rejection,24050,2026-05-26 15:30:00,0.15,0.00041,0.1492,33.88,59.28,20.33,-0.5509,0.005456,-93.7391,1.9232,-0.0543,1.88,50.01,17.94,0.05,151.21,16.13,47.62,target_hit,2026-05-26 13:00:00,23971.25,59.28,65.0,1.875,78.73,28.16
