,adj close,close,high,low,open,volume
2026-03-25 12:10:00,23440.349609375,23440.349609375,23442.0,23408.25,23411.25,0
2026-03-25 12:15:00,23441.400390625,23441.400390625,23447.599609375,23417.849609375,23439.94921875,0
2026-03-25 12:20:00,23433.94921875,23433.94921875,23448.849609375,23433.400390625,23441.75,0
2026-03-25 12:25:00,23429.25,23429.25,23436.30078125,23421.0,23433.44921875,0
2026-03-25 12:30:00,23448.69921875,23448.69921875,23465.25,23416.55078125,23429.0,0
2026-03-25 12:35:00,23435.55078125,23435.55078125,23458.099609375,23433.25,23447.55078125,0
2026-03-25 12:40:00,23447.55078125,23447.55078125,23450.94921875,23430.900390625,23434.5,0
2026-03-25 12:45:00,23418.650390625,23418.650390625,23452.25,23414.349609375,23447.849609375,0
2026-03-25 12:50:00,23390.25,23390.25,23420.400390625,23389.80078125,23419.44921875,0
2026-03-25 12:55:00,23375.349609375,23375.349609375,23400.849609375,23372.349609375,23391.0,0
2026-03-25 13:00:00,23399.55078125,23399.55078125,23403.150390625,23369.69921875,23374.849609375,0
2026-03-25 13:05:00,23392.30078125,23392.30078125,23420.5,23384.900390625,23400.5,0
2026-03-25 13:10:00,23392.599609375,23392.599609375,23405.0,23390.0,23393.75,0
2026-03-25 13:15:00,23381.5,23381.5,23411.650390625,23381.5,23392.19921875,0
2026-03-25 13:20:00,23392.599609375,23392.599609375,23397.099609375,23371.55078125,23381.0,0
2026-03-25 13:25:00,23412.94921875,23412.94921875,23424.30078125,23391.0,23391.5,0
2026-03-25 13:30:00,23423.94921875,23423.94921875,23432.349609375,23388.099609375,23414.150390625,0
2026-03-25 13:35:00,23429.5,23429.5,23439.25,23417.900390625,23424.5,0
2026-03-25 13:40:00,23432.55078125,23432.55078125,23434.900390625,23420.30078125,23429.900390625,0
2026-03-25 13:45:00,23444.900390625,23444.900390625,23451.30078125,23429.19921875,23432.94921875,0
2026-03-25 13:50:00,23428.55078125,23428.55078125,23462.80078125,23423.19921875,23445.75,0
2026-03-25 13:55:00,23430.19921875,23430.19921875,23437.099609375,23419.0,23428.0,0
2026-03-25 14:00:00,23443.44921875,23443.44921875,23460.30078125,23429.19921875,23430.349609375,0
2026-03-25 14:05:00,23406.30078125,23406.30078125,23447.900390625,23402.69921875,23444.5,0
2026-03-25 14:10:00,23390.75,23390.75,23418.69921875,23387.44921875,23406.69921875,0
2026-03-25 14:15:00,23375.75,23375.75,23403.94921875,23375.44921875,23390.30078125,0
2026-03-25 14:20:00,23321.400390625,23321.400390625,23385.650390625,23316.80078125,23375.80078125,0
2026-03-25 14:25:00,23337.25,23337.25,23340.849609375,23314.349609375,23321.19921875,0
2026-03-25 14:30:00,23338.0,23338.0,23353.849609375,23304.5,23337.349609375,0
2026-03-25 14:35:00,23337.599609375,23337.599609375,23348.55078125,23321.30078125,23338.80078125,0
2026-03-25 14:40:00,23357.349609375,23357.349609375,23368.05078125,23336.69921875,23337.44921875,0
