,Close,High,Low,Open,Volume
2026-05-18 13:24:00+05:30,23627.69921875,23627.75,23605.650390625,23605.849609375,0
2026-05-18 13:25:00+05:30,23627.30078125,23632.900390625,23625.25,23628.0,0
2026-05-18 13:26:00+05:30,23631.69921875,23632.900390625,23618.349609375,23627.599609375,0
2026-05-18 13:27:00+05:30,23624.849609375,23634.25,23624.599609375,23631.75,0
2026-05-18 13:28:00+05:30,23611.80078125,23625.0,23611.0,23625.0,0
2026-05-18 13:29:00+05:30,23618.94921875,23619.75,23610.099609375,23612.0,0
2026-05-18 13:30:00+05:30,23631.05078125,23632.19921875,23618.30078125,23618.349609375,0
2026-05-18 13:31:00+05:30,23627.55078125,23633.5,23626.94921875,23630.099609375,0
2026-05-18 13:32:00+05:30,23626.0,23630.5,23623.30078125,23627.400390625,0
2026-05-18 13:33:00+05:30,23615.599609375,23627.099609375,23615.55078125,23625.44921875,0
2026-05-18 13:34:00+05:30,23621.5,23628.099609375,23611.80078125,23615.650390625,0
2026-05-18 13:35:00+05:30,23626.650390625,23628.400390625,23622.150390625,23622.150390625,0
2026-05-18 13:36:00+05:30,23612.94921875,23626.5,23611.75,23626.5,0
2026-05-18 13:37:00+05:30,23615.19921875,23618.099609375,23613.05078125,23613.05078125,0
2026-05-18 13:38:00+05:30,23612.94921875,23615.099609375,23609.19921875,23615.099609375,0
2026-05-18 13:39:00+05:30,23607.05078125,23616.30078125,23606.19921875,23613.150390625,0
2026-05-18 13:40:00+05:30,23606.400390625,23607.75,23599.150390625,23607.0,0
2026-05-18 13:41:00+05:30,23608.69921875,23609.849609375,23603.55078125,23606.5,0
2026-05-18 13:42:00+05:30,23622.19921875,23623.25,23608.650390625,23609.150390625,0
2026-05-18 13:43:00+05:30,23619.19921875,23630.80078125,23617.650390625,23622.30078125,0
2026-05-18 13:44:00+05:30,23622.400390625,23623.349609375,23618.75,23618.75,0
2026-05-18 13:45:00+05:30,23611.099609375,23624.05078125,23611.099609375,23622.05078125,0
2026-05-18 13:46:00+05:30,23620.80078125,23621.55078125,23604.05078125,23611.150390625,0
2026-05-18 13:47:00+05:30,23616.55078125,23622.650390625,23613.599609375,23620.599609375,0
2026-05-18 13:48:00+05:30,23618.900390625,23621.05078125,23612.5,23616.599609375,0
2026-05-18 13:49:00+05:30,23624.44921875,23625.5,23618.75,23618.75,0
2026-05-18 13:50:00+05:30,23627.650390625,23628.05078125,23623.099609375,23625.05078125,0
2026-05-18 13:51:00+05:30,23633.900390625,23633.900390625,23626.400390625,23627.849609375,0
2026-05-18 13:52:00+05:30,23640.150390625,23640.349609375,23633.0,23634.25,0
2026-05-18 13:53:00+05:30,23640.650390625,23646.349609375,23637.400390625,23640.150390625,0
2026-05-18 13:54:00+05:30,23642.849609375,23644.80078125,23636.349609375,23640.75,0
2026-05-18 13:55:00+05:30,23650.69921875,23650.94921875,23642.5,23642.5,0
2026-05-18 13:56:00+05:30,23655.69921875,23656.900390625,23648.849609375,23651.05078125,0
2026-05-18 13:57:00+05:30,23641.5,23659.400390625,23641.5,23656.05078125,0
2026-05-18 13:58:00+05:30,23642.0,23642.75,23634.05078125,23641.099609375,0
2026-05-18 13:59:00+05:30,23640.900390625,23647.05078125,23639.349609375,23641.80078125,0
2026-05-18 14:00:00+05:30,23629.900390625,23641.650390625,23628.5,23641.25,0
2026-05-18 14:01:00+05:30,23630.80078125,23633.75,23627.400390625,23629.80078125,0
2026-05-18 14:02:00+05:30,23636.30078125,23637.0,23631.05078125,23631.05078125,0
2026-05-18 14:03:00+05:30,23647.55078125,23652.0,23636.44921875,23636.44921875,0
2026-05-18 14:04:00+05:30,23641.30078125,23649.80078125,23640.650390625,23647.80078125,0
2026-05-18 14:05:00+05:30,23637.44921875,23644.19921875,23637.44921875,23642.25,0
2026-05-18 14:06:00+05:30,23618.599609375,23638.25,23618.599609375,23637.55078125,0
2026-05-18 14:07:00+05:30,23617.55078125,23619.849609375,23613.94921875,23618.44921875,0
2026-05-18 14:08:00+05:30,23613.55078125,23623.5,23612.650390625,23617.75,0
2026-05-18 14:09:00+05:30,23615.150390625,23619.19921875,23613.349609375,23613.599609375,0
2026-05-18 14:10:00+05:30,23608.25,23616.05078125,23606.69921875,23615.150390625,0
2026-05-18 14:11:00+05:30,23617.05078125,23617.849609375,23608.099609375,23608.80078125,0
2026-05-18 14:12:00+05:30,23627.150390625,23627.150390625,23616.30078125,23627.150390625,0
2026-05-18 14:13:00+05:30,23630.150390625,23638.099609375,23627.0,23630.150390625,0
2026-05-18 14:14:00+05:30,23624.849609375,23633.25,23621.150390625,23630.05078125,0
2026-05-18 14:15:00+05:30,23609.75,23624.900390625,23599.0,23609.75,0
2026-05-18 14:16:00+05:30,23608.5,23617.599609375,23608.5,23608.5,0
2026-05-18 14:17:00+05:30,23608.849609375,23611.599609375,23605.0,23609.25,0
2026-05-18 14:18:00+05:30,23612.099609375,23614.05078125,23608.900390625,23608.900390625,0
2026-05-18 14:19:00+05:30,23612.150390625,23613.599609375,23602.94921875,23612.25,0
2026-05-18 14:20:00+05:30,23616.5,23619.44921875,23611.650390625,23616.5,0
2026-05-18 14:21:00+05:30,23609.80078125,23618.5,23608.650390625,23616.69921875,0
2026-05-18 14:22:00+05:30,23611.849609375,23613.05078125,23608.849609375,23609.94921875,0
2026-05-18 14:23:00+05:30,23607.30078125,23614.650390625,23604.69921875,23611.19921875,0
2026-05-18 14:24:00+05:30,23591.05078125,23610.0,23591.05078125,23591.05078125,0
2026-05-18 14:25:00+05:30,23586.099609375,23592.650390625,23583.849609375,23590.75,0
2026-05-18 14:26:00+05:30,23611.349609375,23612.650390625,23586.5,23586.5,0
